,"collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters","collection, code enforcement, community development, insurance, and personnel matters",
3.,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,Prepare and review legal documents such as contracts and sureties,,,,,
4.,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,Ensure County Code and Ordinances are current and update as needed,,,,
5.,"Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of","Ensure compliance with federal, state and local laws including open meetings law and Conflict of"
,Interest Act,,,,,,,,,,,,
6.,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,Prepare County’s legislative program and serve as legislative liaison,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,,,,
,,,,,FY 11,,FY 12,,,FY 12,FY 12,FY 12,
,,,,,Adopted,,Plan,,,Adopted,Adopted,Adopted,
,,Personnel,Personnel,$,"495,002",$,,"499,090",$,"511,325","511,325","511,325",
,,Operating,Operating,,"17,892",,,"17,892",,,"18,300","18,300",
,Legal Services,Legal Services,Legal Services,,"8,975",,,"8,975",,,"36,900","36,900",
,Received from Other,Received from Other,Received from Other,,,,,,,,,,
,,Organizations,Organizations,,"(72,000)",,,"(72,000)",,"(72,000)","(72,000)","(72,000)",
,,Total,Total,$,"449,869",$,,"453,957",$,"494,525","494,525","494,525",
PERSONNEL,PERSONNEL,,,,,,,,,,,,
,Full-time Personnel,Full-time Personnel,Full-time Personnel,,5,,,5,,,,5,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,,,,
,,,,,FY 09,,FY 10,,FY 11,,,,FY 12
,,,,,Actual,,Actual,,Adopted,Adopted,,,Adopted
,# Documents reviewed/drafted,# Documents reviewed/drafted,# Documents reviewed/drafted,# Documents reviewed/drafted,,"5,377",,"3,345",,"5,421",,,"5,972"
,,# Court appearances,# Court appearances,# Court appearances,,289,,265,,288,,,296
Hours developing/tracking legislation,Hours developing/tracking legislation,Hours developing/tracking legislation,Hours developing/tracking legislation,Hours developing/tracking legislation,,593,,559,,555,,,598
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in,This budget includes funding for outside legal services to represent the County on a pending case in
federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,federal bankruptcy court which has specialized processes and procedures.,The County Attorney’s Office,The County Attorney’s Office,The County Attorney’s Office,The County Attorney’s Office,The County Attorney’s Office
"serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James","serves as legal counsel for the Williamsburg Regional Library, Economic Development Authority, James"
City,Service,Authority,and,the,Williamsburg,Area,Transit,Authority,and,fees,for,those,services
reimburse 12 percent of the operations of the office.,reimburse 12 percent of the operations of the office.,reimburse 12 percent of the operations of the office.,reimburse 12 percent of the operations of the office.,reimburse 12 percent of the operations of the office.,reimburse 12 percent of the operations of the office.,,,,,,,,
,,,,,Page C-5,Page C-5,,,,,,,
