Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”,Name: “Table 1 of 1 on page 10 of 20”
•,Reduce operational chemical expenses,,,FY 2014:,"($100,000)",Positions:,0
,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and,Capture savings from a reduction in chemicals due to a change in the type needed for treating water. A new and
,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,updated model of a centrifuge equipment was installed that utilizes a less expensive chemical.,
,"Priority Area(s) Met: Safe, Healthy, and Inclusive Communities","Priority Area(s) Met: Safe, Healthy, and Inclusive Communities","Priority Area(s) Met: Safe, Healthy, and Inclusive Communities",,,,
,Water,,Total FY 2014:,Total FY 2014:,"$162,500",Positions:,4
POSITION S UMMARY,POSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2013,Change,FY 2014
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Accountant I,Accountant I,OPS010,"$33,767","$53,978",1,0,1
Accountant II,Accountant II,OPS011,"$36,604","$58,518",1,0,1
Accounting Manager,Accounting Manager,MAP012,"$58,373","$93,316",1,0,1
Accounting Technician,Accounting Technician,OPS007,"$26,658","$42,618",22,0,22
Administrative Assistant I,Administrative Assistant I,OPS009,"$31,178","$49,847",1,0,1
Administrative Assistant II,Administrative Assistant II,MAP003,"$33,457","$53,484",2,0,2
Applications Development Team,Applications Development Team,,,,,,
,,ITM006,"$58,962","$94,258",1,0,1
Supervisor,Supervisor,,,,,,
Assistant City Engineer,Assistant City Engineer,MAP014,"$66,608","$106,484",1,0,1
Assistant Director of Customer,Assistant Director of Customer,,,,,,
,,SRM007,"$71,887","$126,520",1,0,1
Services & Management,Services & Management,,,,,,
Assistant Director of Utilities,Assistant Director of Utilities,SRM007,"$71,887","$126,520",1,0,1
Assistant Superintendent of Utility,Assistant Superintendent of Utility,,,,,,
,,MAP012,"$58,373","$93,316",4,0,4
Division,Division,,,,,,
Automotive Mechanic,Automotive Mechanic,OPS009,"$31,178","$49,847",1,0,1
406,Water,,,,,,
