,,,,,FY 09,FY 09,FY 10,,,FY 11,,FY 12,FY 12
,,,,,Actual,Actual,Projected,,,Adopted,,Plan,Plan
,,MEASURE,MEASURE,,,,,,,,,,
,Households Assisted,Households Assisted,Households Assisted,,156,156,,150,,,170,170,170
Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,Homes Rehabilitated or Replaced,,3,,4,,,8,8,8
New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,New Affordable Housing Completed,83,83,,30,,,30,30,30
BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,,,,
The,FY,2011,Community,Development,Fund,Budget,makes,available,funds,for,continued,operation,of
County-wide,County-wide,low- and,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,moderate-income housing programs and neighborhood revitalization projects.,Not,Not
included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided,included in these budgets are several million dollars of Federal and State loan and grant funds that are provided
to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the,to first-time homebuyers through the County’s participation in the VHDA SPARC Loan Program and the
Hampton Roads Regional Loan Fund Partnership.,Hampton Roads Regional Loan Fund Partnership.,Hampton Roads Regional Loan Fund Partnership.,Hampton Roads Regional Loan Fund Partnership.,Hampton Roads Regional Loan Fund Partnership.,Hampton Roads Regional Loan Fund Partnership.,,,,,,,,
,,,,,,Page F-5,,,,,,,
