,life for the County’s citizens,,,,,,,
7.,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to,Participate in and support the transition of the Williamsburg Area Chamber and Tourism Alliance to
,a destination marketing organization,a destination marketing organization,,,,,,
BUDGET SUMMARY,BUDGET SUMMARY,,,,,,,
,,,FY 12,,FY 13,,FY 14,
,,,Adopted,,Adopted,,Plan,
,Personnel,$,"333,909",$,"343,878",$,"347,826",
,Operating,,"94,767",,"50,300",,"49,200",
,Total,$,"428,676",$,"394,178",$,"397,026",
PERSONNEL,,,,,,,,
,Full-time Personnel,,4,,4,,4,
PERFORMANCE MEASURES,PERFORMANCE MEASURES,PERFORMANCE MEASURES,,,,,,
,,,,FY 11,FY 12,,FY 13,FY 14
,,,,Actual,Projected,,Adopted,Plan
,# Small businesses assisted through the,# Small businesses assisted through the,,,,,,
,County’s process,County’s process,,,New,,12,12
,# Expanded existing business announced,# Expanded existing business announced,,,,,,
,for County through OED,for County through OED,,New,2,,4,4
,# New business announced for County,# New business announced for County,,,,,,
,,through OED,,1,2,,4,4
BUDGET COMMENTS,BUDGET COMMENTS,,,,,,,
This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the,This budget reflects the elimination of rent payments for space as the office has moved back to the
County Government Center.,County Government Center.,,,,,,,
,,,Page C-7,Page C-7,,,,
