Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”,Name: “Table 1 of 1 on page 24 of 108”
"constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter","constructed without reinforcing steel (post World War II constraint) and are now deteriorating. Additionally, the southwest corner of the filter",
building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,building was not pile supported and has settled significantly. These filters have outlived or are nearing the end of their useful lives.,
"•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either","•To insure the continued integrity, capacity and operation of the Lake Kilby Treatment Facility it is important that these filters be replaced with either",
new conventional media filters or with the use of membrane technology.,new conventional media filters or with the use of membrane technology.,new conventional media filters or with the use of membrane technology.,new conventional media filters or with the use of membrane technology.,,,,
"•Project Source document: Lake Kilby Water Facility Master Plan 2001 Update, page 6-5, Table 6-3","•Project Source document: Lake Kilby Water Facility Master Plan 2001 Update, page 6-5, Table 6-3","•Project Source document: Lake Kilby Water Facility Master Plan 2001 Update, page 6-5, Table 6-3","•Project Source document: Lake Kilby Water Facility Master Plan 2001 Update, page 6-5, Table 6-3","•Project Source document: Lake Kilby Water Facility Master Plan 2001 Update, page 6-5, Table 6-3",,,
,,,,Funding Strategy,,,
It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,It is anticipated that the evaluation of alternatives and engineering will be completed during the next five years and that construction will commence.,
Evaluation and study will determine the multiphasing of this project and its cost.,Evaluation and study will determine the multiphasing of this project and its cost.,Evaluation and study will determine the multiphasing of this project and its cost.,Evaluation and study will determine the multiphasing of this project and its cost.,,,,
,,,Operating Budget Impacts,Operating Budget Impacts,,,
"Once completed, this project will have minimal impact on the operating budget.","Once completed, this project will have minimal impact on the operating budget.","Once completed, this project will have minimal impact on the operating budget.","Once completed, this project will have minimal impact on the operating budget.",,,,
,Project Map,,,,Schedule of Activities,Schedule of Activities,
,,,,Project Activities,,From - To,Amount
,,,,Project Management,,07/04 - 06/05,"150,000"
,,,,Design,,07/10 - 06/13,"5,045,000"
,,,,Construction,,07/10 - 06/14,"32,405,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"37,600,000"
,,,,,Means of Financing,Means of Financing,
,,,,,Funding Source,,Amount
,,,,Public Utilities General Obligation Bonds,Public Utilities General Obligation Bonds,,"37,600,000"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"37,600,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2012,,,,24,,Capital Improvements,Capital Improvements
