Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”,Name: “Table 1 of 1 on page 11 of 14”
fleet (new measure),,,,,,,,
R EVENUE S UMMARY,R EVENUE S UMMARY,,,,,,,
,,FY 2011,FY 2011,,FY 2012,,FY 2013,FY 2014
,,Actual,Actual,,Actual,,Approved,Approved
Use of Money and Property,Use of Money and Property,,$202,,"$5,712",,"$1,790","$5,700"
Charges for Services,,"$11,272,622","$11,272,622","$12,178,316","$12,178,316","$12,608,759","$12,608,759","$13,642,200"
Recovered Costs,,"$89,039","$89,039",,"$113,332",,"$103,000",$0
Other Sources and Transfers In,Other Sources and Transfers In,,$0,,$0,,"$367,751","$8,000"
Total,,"$11,361,863","$11,361,863","$12,297,360","$12,297,360","$13,081,300","$13,081,300","$13,655,900"
"Actual amounts represent collections, not appropriation authority.","Actual amounts represent collections, not appropriation authority.","Actual amounts represent collections, not appropriation authority.",,,,,,
E XPENDITURE S UMMARY,E XPENDITURE S UMMARY,,,,,,,
,,FY 2011,FY 2011,,FY 2012,,FY 2013,FY 2014
,,Actual,Actual,,Actual,,Approved,Approved
Personnel Services,,"$3,371,004","$3,371,004","$3,260,428","$3,260,428",,"$3,208,159","$3,255,249"
"Materials, Supplies and Repairs","Materials, Supplies and Repairs","$6,985,961","$6,985,961","$7,759,266","$7,759,266",,"$8,458,442","$8,864,042"
Contractual Services,,"$1,159,915","$1,159,915","$1,251,498","$1,251,498",,"$1,302,821","$1,273,231"
Equipment,,"$17,378","$17,378",,"$15,705",,"$111,878","$263,378"
Total,,"$11,534,258","$11,534,258","$12,286,897","$12,286,897","$13,081,300","$13,081,300","$13,655,900"
APPROVED FY 2014 B UDGET ACTIONS,APPROVED FY 2014 B UDGET ACTIONS,,,,,,,
•,Update personnel expenditures,,,FY 2014:,,"($99,072)",Positions:,0
,Technical adjustment to update department costs for personnel services.,Technical adjustment to update department costs for personnel services.,Technical adjustment to update department costs for personnel services.,Technical adjustment to update department costs for personnel services.,Changes reflect updates in staffing,Changes reflect updates in staffing,Changes reflect updates in staffing,Changes reflect updates in staffing
,"due to administrative actions, creation, consolidations, and reorganization efforts.","due to administrative actions, creation, consolidations, and reorganization efforts.","due to administrative actions, creation, consolidations, and reorganization efforts.","due to administrative actions, creation, consolidations, and reorganization efforts.","due to administrative actions, creation, consolidations, and reorganization efforts.",This adjustment reflects the,This adjustment reflects the,This adjustment reflects the
,corresponding funds needed in FY 2014 for these actions.,corresponding funds needed in FY 2014 for these actions.,The adjustment also reflects a rate revision for the FY,The adjustment also reflects a rate revision for the FY,The adjustment also reflects a rate revision for the FY,The adjustment also reflects a rate revision for the FY,The adjustment also reflects a rate revision for the FY,The adjustment also reflects a rate revision for the FY
,"2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy","2014 required contribution to the Norfolk Employee Retirement System of 23.54 percent (if applicable), policy"
,"changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of","changes to FICA and Group Life calculations, and an anticipated FY 2014 healthcare premium increase of"
,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,approximately 7.2 percent. These are routine actions which occur at the beginning of the budget cycle.,
,,,,,,,Fleet Management,427
