Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”,Name: “Table 1 of 1 on page 15 of 70”
Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,Phasing of this project will be tied to the redevelopment phases outlined in the Downtown Strategic Plan. The first phase will be to prepare,,
construction documents for the entire phased project followed by a multi-year construction implementation program.,construction documents for the entire phased project followed by a multi-year construction implementation program.,construction documents for the entire phased project followed by a multi-year construction implementation program.,construction documents for the entire phased project followed by a multi-year construction implementation program.,construction documents for the entire phased project followed by a multi-year construction implementation program.,construction documents for the entire phased project followed by a multi-year construction implementation program.,,
,,,Operating Budget Impacts,Operating Budget Impacts,,,
"This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as","This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as","This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as","This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as","This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as","This project will reduce the possibility of major water and sewer system failures in the Downtown area, decreasing maintenance requirements as",,
more piping is replaced.,,,,,,,
,Project Map,Project Map,,,,Schedule of Activities,
,,,,,Project Activities,From - To,Amount
,,,Design,Design,,07/06 - 06/12,"3,815,000"
,,,Construction,Construction,,07/06 - 06/17,"25,985,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"29,800,000"
,,,,,Means of Financing,,
,,,,,Funding Source,,Amount
,,,Public Utilities General Obligation Bonds,Public Utilities General Obligation Bonds,Public Utilities General Obligation Bonds,,"29,800,000"
,,,,,,Total Programmed Funding:,"29,800,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 15,14 - 15,,Capital Improvements,Capital Improvements
