Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”,Name: “Table 1 of 1 on page 7 of 214”
,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,increase from 0.34 percent to 1.19 percent and an increase in health care of 7.7 percent. These are routine,
,actions which occur at the beginning of each budget cycle.,actions which occur at the beginning of each budget cycle.,actions which occur at the beginning of each budget cycle.,,,,
•,Fund records storage at Iron Mountain,Fund records storage at Iron Mountain,,FY 2013:,"$4,000",Positions:,0
,Provide funds for the contractual increase of storage and preservation of public records for the legally required,Provide funds for the contractual increase of storage and preservation of public records for the legally required,Provide funds for the contractual increase of storage and preservation of public records for the legally required,Provide funds for the contractual increase of storage and preservation of public records for the legally required,Provide funds for the contractual increase of storage and preservation of public records for the legally required,Provide funds for the contractual increase of storage and preservation of public records for the legally required,
,retention period.,,,,,,
,,City Clerk,,Total FY 2013:,"($56,754)",Positions:,0
P OSITION S UMMARY,P OSITION S UMMARY,,,,,,
,,Pay Grade,Minimum,Maximum,FY 2012,Change,FY 2013
,,,,,Approved,,Approved
,,,,,Positions,,Positions
Chief Deputy City Clerk,Chief Deputy City Clerk,MAP011,"$53,634","$85,742",1,0,1
City Clerk,City Clerk,CCA002,"$75,200","$132,351",1,0,1
Deputy City Clerk /,Deputy City Clerk /,,,,,,
,,MAP010,"$50,303","$80,416",1,0,1
Administrative Analyst I,Administrative Analyst I,,,,,,
Deputy City Clerk / Executive,Deputy City Clerk / Executive,,,,,,
,,EXE001,"$66,752","$115,289",1,0,1
Assistant to the Mayor,Assistant to the Mayor,,,,,,
Deputy City Clerk / Secretary,Deputy City Clerk / Secretary,OPS010,"$33,105","$52,920",3,0,3
Deputy City Clerk / Secretary to,Deputy City Clerk / Secretary to,,,,,,
,,OPS013,"$42,283","$67,598",1,0,1
the Mayor,the Mayor,,,,,,
Deputy City Clerk / Senior,Deputy City Clerk / Senior,,,,,,
,,OPS011,"$35,886","$57,371",1,0,1
Secretary,Secretary,,,,,,
Deputy City Clerk /,Deputy City Clerk /,,,,,,
,,OPS009,"$30,567","$48,870",2,0,2
Stenographic Reporter,Stenographic Reporter,,,,,,
Micrographics Technician,Micrographics Technician,OPS005,"$22,427","$35,853",1,0,1
Records & Information Clerk,Records & Information Clerk,OPS005,"$22,427","$35,853",1,0,1
Records Administrator,Records Administrator,MAP008,"$44,351","$70,899",1,0,1
Total,Total,,,,14,0,14
,,,,,,City Clerk,109
