Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”,Name: “Table 1 of 1 on page 46 of 70”
This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,This project will continue to replace the City's aging outdoor athletic and recreation facilities. Replacement of fencing will enhance the appearance of,
"the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old","the facilities and fields, make them safer and more conducive for participants and reduce potential liability. In addition, the City should demolish old",
athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,athletic lighting systems that are no longer in use. Other projects include development of a park at the former Port Norfolk Elementary School site,
and tennis court renovations.,and tennis court renovations.,,,,,,
,,,,Funding Strategy,,,
"This is a long term, on-going project to replace and upgrade our aging parks and outdoor recreation amenities.","This is a long term, on-going project to replace and upgrade our aging parks and outdoor recreation amenities.","This is a long term, on-going project to replace and upgrade our aging parks and outdoor recreation amenities.","This is a long term, on-going project to replace and upgrade our aging parks and outdoor recreation amenities.","This is a long term, on-going project to replace and upgrade our aging parks and outdoor recreation amenities.",,,
,Project Map,,,,Schedule of Activities,Schedule of Activities,
,,,,Project Activities,,From - To,Amount
,,,Construction,,,01/06 - 06/17,"2,159,505"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"2,159,505"
,,,,,Means of Financing,Means of Financing,
,,,,Funding Source,Funding Source,,Amount
,,,General Obligation Bonds,General Obligation Bonds,,,"1,188,215"
,,,Transfer from General Fund,Transfer from General Fund,,,"865,000"
,,,Interest Earnings,Interest Earnings,,,"106,290"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"2,159,505"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 46,,,Capital Improvements,Capital Improvements
