Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”,Name: “Table 1 of 1 on page 19 of 70”
"life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.","life of these mains and address the best way to provide for the transmission of current and future City water demand in a phased, affordable manner.",
Total replacement may cost in excess of $60 million dollars.,Total replacement may cost in excess of $60 million dollars.,Total replacement may cost in excess of $60 million dollars.,,,,,
,,,,Rationale,,,
These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,These three pipelines have been in service between 53 and 116 years and are an important part of Portsmouth’s water transmission system. They,
exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,exhibit leaking joints and other signs of deterioration. This project is necessary to protect the water transmission capability of Portsmouth’s water,
supply and to provide safe and reliable service.,supply and to provide safe and reliable service.,supply and to provide safe and reliable service.,,,,,
,,,,Funding Strategy,,,
"The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their","The only portions of this project to be performed during the next five years are an evaluation of the mains, the completion of a phased plan for their",
replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,replacement or rehabilitation and the construction of the first phase. Total replacement may cost in excess of $60 million dollars.,,
,,,Operating Budget Impacts,Operating Budget Impacts,,,
"Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted","Once completed, this major project will reduce annual maintenance requirements, will increase system reliability and will reduce lost or unaccounted",
for water.,,,,,,,
,Project Map,Project Map,,,,Schedule of Activities,
,,,,,Project Activities,From - To,Amount
,,,,Design,,07/11 - 06/17,"200,000"
,,,,Construction,,07/12 - 06/17,"20,050,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"20,250,000"
,,,,,Means of Financing,,
,,,,,Funding Source,,Amount
,,,,Public Utilities General Obligation Bonds,Public Utilities General Obligation Bonds,,"20,250,000"
,,,,,,Total Programmed Funding:,"20,250,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,,14 - 19,,Capital Improvements,Capital Improvements
