Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”,Name: “Table 1 of 1 on page 68 of 70”
"garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a","garage will allow the City to continue providing adequate numbers of parking spaces in this high parking demand area of Downtown, and address a",
safety issue for all users.,,,,,,,
,,,Funding Strategy,Funding Strategy,,,
"Additional funding in support of this project is programmed in FY 2015 and FY 2016, and expected to be debt financed.","Additional funding in support of this project is programmed in FY 2015 and FY 2016, and expected to be debt financed.","Additional funding in support of this project is programmed in FY 2015 and FY 2016, and expected to be debt financed.","Additional funding in support of this project is programmed in FY 2015 and FY 2016, and expected to be debt financed.","Additional funding in support of this project is programmed in FY 2015 and FY 2016, and expected to be debt financed.",,,
,Project Map,,,,Schedule of Activities,,
,,,,Project Activities,,From - To,Amount
,,,Design,,,07/12 - 06/18,"3,350,000"
,,,,,Total Budgetary Cost Estimate:,Total Budgetary Cost Estimate:,"3,350,000"
,,,,,Means of Financing,,
,,,,Funding Source,,,Amount
,,,General Obligation Bonds,General Obligation Bonds,,,"250,000"
,,,Future Bond Issuance,Future Bond Issuance,,,"3,100,000"
,,,,,Total Programmed Funding:,Total Programmed Funding:,"3,350,000"
,,,,,Future Funding Requirements:,Future Funding Requirements:,0
Fiscal Year 2014,,,14 - 68,,,Capital Improvements,Capital Improvements
