11,Monday,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.,FY 2011 Departmental Expenditure Budget Requests due to Finance.
11,Monday,Outside Agency budget requests due.,Outside Agency budget requests due.,Outside Agency budget requests due.,Outside Agency budget requests due.,Outside Agency budget requests due.,,,,,
13,Wednesday,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Finance begins review of Departmental Budget Requests.,Budgets,Budgets,
,,sent to City Manager as review is completed.,sent to City Manager as review is completed.,sent to City Manager as review is completed.,sent to City Manager as review is completed.,sent to City Manager as review is completed.,,,,,
15,Friday,"Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.","Advertise Pre-Budget Public Hearing on January 25, 2010.",,,
19,Tuesday,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director,Departmental Budget hearings with City Manager and Finance Director
,,begins.,,,,,,,,,
25,Monday,FY,2011,Pre-Budget,Public,Hearing,and,City,Council,FY,2011
Budget,,,,,,,,,,,
,,Goals given at City Council meeting.,Goals given at City Council meeting.,Goals given at City Council meeting.,Goals given at City Council meeting.,,,,,,
,,,FEBRUARY 2010,FEBRUARY 2010,,,,,,,
26,Friday,School Board Budget Request due.,School Board Budget Request due.,School Board Budget Request due.,School Board Budget Request due.,,,,,,
,,,MARCH 2010,MARCH 2010,,,,,,,
24,Wednesday,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011,Final adjustments by Finance Department and City Manager to FY 2011
,,Proposed Revenue and Expenditures.,Proposed Revenue and Expenditures.,Proposed Revenue and Expenditures.,Proposed Revenue and Expenditures.,Proposed Revenue and Expenditures.,,,,,
,,,xxvii,xxvii,,,,,,,
